timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763983309,127.0.0.1,8080,put-all,16,0,60,500,0.1,0,12345,9384,0,156.4,102.064,83.0035,257.948,259.552
