timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763983669,127.0.0.1,8080,get-popular,16,60,300,500,0.1,0,12345,96351,0,321.17,49.8162,41.0779,125.087,126.079
