timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763986369,127.0.0.1,8080,get-all,128,60,300,500,0.1,0,12345,96356,0,321.187,398.542,41.0764,1870.09,1873.11
