timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763984029,127.0.0.1,8080,get-all,16,60,300,500,0.1,0,12345,96338,0,321.127,49.8238,41.0828,125.101,126.106
