timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763982528,127.0.0.1,8080,put-all,8,0,60,500,0.1,0,12345,8144,0,135.733,58.8987,82.2734,84.7239,85.1863
