timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763985589,127.0.0.1,8080,get-all,64,60,300,500,0.1,0,12345,96355,0,321.183,199.272,41.0778,873.102,875.168
