timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763984809,127.0.0.1,8080,get-all,32,60,300,500,0.1,0,12345,96409,0,321.363,99.574,41.069,374.124,376.013
