timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763982889,127.0.0.1,8080,get-popular,8,60,300,500,0.1,0,12345,96387,0,321.29,24.8975,40.8345,42,42.1026
