timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763983249,127.0.0.1,8080,get-all,8,60,300,500,0.1,0,12345,96300,0,321,24.9196,40.8356,41.9928,42.0848
