timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763984869,127.0.0.1,8080,put-all,64,0,60,500,0.1,0,12345,9391,0,156.517,403.022,82.9999,1790.72,1794.67
