timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms
1763984089,127.0.0.1,8080,put-all,32,0,60,500,0.1,0,12345,9397,0,156.617,203.155,83,768.653,771.32
