timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764066852,127.0.0.1,8080,get-popular,1024,60,300,5000000,0.1,0,12345,83678,1203792,278.927,238.508,0.038579,44.0028,5005.84,6.41295,0,0.191302
