timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764061090,127.0.0.1,8080,put-all,32,60,300,5000000,0.1,0,12345,46939,0,156.463,204.518,83.0044,771.597,777.591,13.5351,0.000104167,2.70318
