timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764062890,127.0.0.1,8080,get-all,64,60,300,5000000,0.1,0,12345,66822,27441,222.74,203.666,41.7899,896.594,904.357,22.8711,2.60417e-05,0.163281
