timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764065051,127.0.0.1,8080,get-all,256,60,300,5000000,0.1,0,12345,68701,25492,229.003,815.232,41.8532,3960.95,3978.63,23.0712,0,0.138698
