timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764060370,127.0.0.1,8080,get-popular,16,60,300,5000000,0.1,0,12345,87330,9228,291.1,49.7119,41.0291,124.878,125.757,9.53642,0,0.275885
