timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764061450,127.0.0.1,8080,get-popular,32,60,300,5000000,0.1,0,12345,87224,9148,290.747,99.615,41.0421,374.253,380.368,11.6879,0,0.188229
