timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764063250,127.0.0.1,8080,put-all,128,60,300,5000000,0.1,0,12345,46965,0,156.55,817.512,83.004,3844.15,3861.45,13.3723,0,2.74271
