timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764060730,127.0.0.1,8080,get-all,16,60,300,5000000,0.1,0,12345,59082,35201,196.94,50.9073,41.7675,129.366,131.418,22.6902,0,0.170156
