timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764062170,127.0.0.1,8080,put-all,64,60,300,5000000,0.1,0,12345,46919,0,156.397,409.224,83.0089,1797.48,1810.14,14.2498,0.000364583,2.70763
