timestamp,host,port,workload,clients,warmup_s,measure_s,keys,put_ratio,delete_ratio,seed,ok,fail,thr_rps,avg_ms,p50_ms,p95_ms,p99_ms,cpu_utilization,disk_read_MBps,disk_write_MBps
1764061810,127.0.0.1,8080,get-all,32,60,300,5000000,0.1,0,12345,67571,29135,225.237,99.2758,40.998,374.11,384.289,6.44052,0.0090625,0.219297
